,miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez Gene ID),Species (Target Gene),Experiments,Support Type,References (PMID)
255205,MIRT550811,hsa-miR-103a-3p,Homo sapiens,FAM229B,619208.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
255356,MIRT550934,hsa-miR-103a-3p,Homo sapiens,ZNF100,163227.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
255447,MIRT551011,hsa-miR-103a-3p,Homo sapiens,DMPK,1760.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
255448,MIRT551011,hsa-miR-103a-3p,Homo sapiens,DMPK,1760.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),22927820
255449,MIRT551011,hsa-miR-103a-3p,Homo sapiens,DMPK,1760.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
255450,MIRT551011,hsa-miR-103a-3p,Homo sapiens,DMPK,1760.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24906430
256349,MIRT551733,hsa-miR-103a-3p,Homo sapiens,SSU72,29101.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
256700,MIRT552027,hsa-miR-103a-3p,Homo sapiens,DNAJC10,54431.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
257504,MIRT552645,hsa-miR-103a-3p,Homo sapiens,ZBTB10,65986.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
257621,MIRT552736,hsa-miR-103a-3p,Homo sapiens,YRDC,79693.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
257668,MIRT552778,hsa-miR-103a-3p,Homo sapiens,YIPF6,286451.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
257669,MIRT552778,hsa-miR-103a-3p,Homo sapiens,YIPF6,286451.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
258189,MIRT553188,hsa-miR-103a-3p,Homo sapiens,UBE2B,7320.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
258703,MIRT553622,hsa-miR-103a-3p,Homo sapiens,TM7SF3,51768.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
258710,MIRT553629,hsa-miR-103a-3p,Homo sapiens,TJP1,7082.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
258847,MIRT553734,hsa-miR-103a-3p,Homo sapiens,TBRG1,84897.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
258891,MIRT553768,hsa-miR-103a-3p,Homo sapiens,TAF13,6884.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
258892,MIRT553768,hsa-miR-103a-3p,Homo sapiens,TAF13,6884.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
259892,MIRT554603,hsa-miR-103a-3p,Homo sapiens,RRAGC,64121.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
260280,MIRT554955,hsa-miR-103a-3p,Homo sapiens,RACGAP1,29127.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
261358,MIRT555890,hsa-miR-103a-3p,Homo sapiens,OTUD7B,56957.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
261359,MIRT555890,hsa-miR-103a-3p,Homo sapiens,OTUD7B,56957.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
261939,MIRT556397,hsa-miR-103a-3p,Homo sapiens,LUC7L,55692.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
264243,MIRT558309,hsa-miR-103a-3p,Homo sapiens,DUSP14,11072.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
265806,MIRT559547,hsa-miR-103a-3p,Homo sapiens,ARGLU1,55082.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
265807,MIRT559547,hsa-miR-103a-3p,Homo sapiens,ARGLU1,55082.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
265943,MIRT559671,hsa-miR-103a-3p,Homo sapiens,AGO3,192669.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
267727,MIRT561387,hsa-miR-103a-3p,Homo sapiens,TWF1,5756.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
268855,MIRT562532,hsa-miR-103a-3p,Homo sapiens,CDK1,983.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
269392,MIRT563025,hsa-miR-103a-3p,Homo sapiens,ZNF680,340252.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
270188,MIRT563795,hsa-miR-103a-3p,Homo sapiens,SLC28A1,9154.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
270698,MIRT564256,hsa-miR-103a-3p,Homo sapiens,DEPDC1B,55789.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
270758,MIRT564316,hsa-miR-103a-3p,Homo sapiens,CCNT1,904.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
271237,MIRT564766,hsa-miR-103a-2-5p,Homo sapiens,ZFP36L1,677.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
271434,MIRT564957,hsa-miR-103a-2-5p,Homo sapiens,XIAP,331.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
271910,MIRT565402,hsa-miR-103a-3p,Homo sapiens,TGFBR3,7049.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
272902,MIRT566366,hsa-miR-103a-3p,Homo sapiens,POLDIP2,26073.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
273458,MIRT566904,hsa-miR-103a-2-5p,Homo sapiens,CSRP3,8048.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
273515,MIRT566961,hsa-miR-103a-3p,Homo sapiens,LBR,3930.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
273999,MIRT567440,hsa-miR-103a-3p,Homo sapiens,GNG12,55970.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
274475,MIRT567906,hsa-miR-103a-3p,Homo sapiens,CRKL,1399.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
274547,MIRT567973,hsa-miR-103a-3p,Homo sapiens,CPEB3,22849.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
276599,MIRT569960,hsa-miR-103a-3p,Homo sapiens,PPP1R16B,26051.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
277075,MIRT570392,hsa-miR-103a-3p,Homo sapiens,TSC22D2,9819.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
278002,MIRT571274,hsa-miR-103a-3p,Homo sapiens,TTLL5,23093.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
278366,MIRT571628,hsa-miR-103a-3p,Homo sapiens,SMARCA5,8467.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
278735,MIRT571983,hsa-miR-103a-3p,Homo sapiens,HPRT1,3251.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
279365,MIRT572602,hsa-miR-103a-2-5p,Homo sapiens,PAPLN,89932.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
279575,MIRT572765,hsa-miR-103a-3p,Homo sapiens,NUS1,116150.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
286306,MIRT609354,hsa-miR-103a-2-5p,Homo sapiens,ZNF664,144348.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
288673,MIRT611193,hsa-miR-103a-2-5p,Homo sapiens,TMEM105,284186.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
289330,MIRT611689,hsa-miR-103a-2-5p,Homo sapiens,NODAL,4838.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
292782,MIRT614309,hsa-miR-103a-3p,Homo sapiens,C9orf62,157927.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
292914,MIRT614430,hsa-miR-103a-2-5p,Homo sapiens,TAZ,6901.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
293578,MIRT614999,hsa-miR-103a-3p,Homo sapiens,GABRB1,2560.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
294152,MIRT615546,hsa-miR-103a-2-5p,Homo sapiens,TNFSF15,9966.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
294193,MIRT615587,hsa-miR-103a-3p,Homo sapiens,NACC2,138151.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
295402,MIRT616673,hsa-miR-103a-2-5p,Homo sapiens,PRR15,222171.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
300602,MIRT621466,hsa-miR-103a-2-5p,Homo sapiens,APOH,350.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
300632,MIRT621495,hsa-miR-103a-3p,Homo sapiens,GPRC5A,9052.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
300633,MIRT621495,hsa-miR-103a-3p,Homo sapiens,GPRC5A,9052.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
300891,MIRT621746,hsa-miR-103a-2-5p,Homo sapiens,TNPO1,3842.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
301725,MIRT622550,hsa-miR-103a-2-5p,Homo sapiens,PTPRT,11122.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
303573,MIRT624255,hsa-miR-103a-2-5p,Homo sapiens,CSNK2A1,1457.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
304185,MIRT624849,hsa-miR-103a-2-5p,Homo sapiens,ACAP2,23527.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
306860,MIRT627327,hsa-miR-103a-3p,Homo sapiens,TULP4,56995.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
308783,MIRT629120,hsa-miR-103a-3p,Homo sapiens,BTLA,151888.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
313685,MIRT633785,hsa-miR-103a-2-5p,Homo sapiens,ZNF490,57474.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
319099,MIRT638790,hsa-miR-103a-2-5p,Homo sapiens,EDARADD,128178.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
319393,MIRT639052,hsa-miR-103a-2-5p,Homo sapiens,FPR1,2357.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
319574,MIRT639231,hsa-miR-103a-2-5p,Homo sapiens,IMMP2L,83943.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
323327,MIRT642770,hsa-miR-103a-3p,Homo sapiens,FAM9C,171484.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
323925,MIRT643360,hsa-miR-103a-2-5p,Homo sapiens,TRIM10,10107.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
327701,MIRT647087,hsa-miR-103a-2-5p,Homo sapiens,HORMAD2,150280.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
327867,MIRT647250,hsa-miR-103a-2-5p,Homo sapiens,PTGDR2,11251.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
334464,MIRT653648,hsa-miR-103a-2-5p,Homo sapiens,SLC27A4,10999.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
345390,MIRT664201,hsa-miR-103a-2-5p,Homo sapiens,TBCA,6902.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
349191,MIRT667752,hsa-miR-103a-3p,Homo sapiens,KDELR1,10945.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
349507,MIRT668066,hsa-miR-103a-2-5p,Homo sapiens,GPR180,160897.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
351005,MIRT669500,hsa-miR-103a-2-5p,Homo sapiens,ARL3,403.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
358002,MIRT675965,hsa-miR-103a-3p,Homo sapiens,FAM49A,81553.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
364628,MIRT682265,hsa-miR-103a-3p,Homo sapiens,RS1,6247.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23706177
364888,MIRT682507,hsa-miR-103a-3p,Homo sapiens,GLP2R,9340.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23706177
366188,MIRT683786,hsa-miR-103a-2-5p,Homo sapiens,MICB,4277.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
382543,MIRT699994,hsa-miR-103a-3p,Homo sapiens,RPS24,6229.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
383445,MIRT700892,hsa-miR-103a-2-5p,Homo sapiens,PER2,8864.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
390933,MIRT708340,hsa-miR-103a-2-5p,Homo sapiens,ALDOA,226.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
391606,MIRT709013,hsa-miR-103a-3p,Homo sapiens,CKMT1A,548596.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
392199,MIRT709606,hsa-miR-103a-2-5p,Homo sapiens,CXorf23,256643.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
392794,MIRT710207,hsa-miR-103a-2-5p,Homo sapiens,ENAH,55740.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
393801,MIRT711218,hsa-miR-103a-2-5p,Homo sapiens,RETSAT,54884.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
393993,MIRT711410,hsa-miR-103a-2-5p,Homo sapiens,RAB3C,115827.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
394211,MIRT711630,hsa-miR-103a-2-5p,Homo sapiens,PEBP1,5037.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
394246,MIRT711665,hsa-miR-103a-2-5p,Homo sapiens,TRMT5,57570.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
395118,MIRT712534,hsa-miR-103a-2-5p,Homo sapiens,CYB561D1,284613.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
395448,MIRT712865,hsa-miR-103a-2-5p,Homo sapiens,TMEM67,91147.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
395940,MIRT713359,hsa-miR-103a-2-5p,Homo sapiens,SLITRK4,139065.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
396125,MIRT713544,hsa-miR-103a-2-5p,Homo sapiens,GJB1,2705.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
397007,MIRT714429,hsa-miR-103a-2-5p,Homo sapiens,SNED1,25992.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
397399,MIRT714821,hsa-miR-103a-3p,Homo sapiens,ZCCHC14,23174.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
398063,MIRT715485,hsa-miR-103a-2-5p,Homo sapiens,MTMR7,9108.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
399823,MIRT717259,hsa-miR-103a-2-5p,Homo sapiens,BMPR2,659.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
400019,MIRT717455,hsa-miR-103a-3p,Homo sapiens,ADORA3,140.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
400590,MIRT718031,hsa-miR-103a-2-5p,Homo sapiens,FAM163A,148753.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
400806,MIRT718247,hsa-miR-103a-2-5p,Homo sapiens,CCDC18,343099.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
401038,MIRT718479,hsa-miR-103a-2-5p,Homo sapiens,TMEM151A,256472.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
401791,MIRT719238,hsa-miR-103a-3p,Homo sapiens,CYSLTR2,57105.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
403179,MIRT720627,hsa-miR-103a-2-5p,Homo sapiens,ZNF585B,92285.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
403661,MIRT721113,hsa-miR-103a-2-5p,Homo sapiens,CD109,135228.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
405325,MIRT722780,hsa-miR-103a-2-5p,Homo sapiens,PDE3A,5139.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
405750,MIRT723212,hsa-miR-103a-2-5p,Homo sapiens,PIP5K1C,23396.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
405860,MIRT723322,hsa-miR-103a-2-5p,Homo sapiens,COLEC10,10584.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
405964,MIRT723426,hsa-miR-103a-2-5p,Homo sapiens,MC2R,4158.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
406502,MIRT723964,hsa-miR-103a-2-5p,Homo sapiens,GPR146,115330.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
407150,MIRT724612,hsa-miR-103a-2-5p,Homo sapiens,SNAP25,6616.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
407662,MIRT725126,hsa-miR-103a-3p,Homo sapiens,SYNRG,11276.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
